"Source Name"	"Characteristics[barcode identifier]"	"Term Source REF"	"Term Accession Number"	"Characteristics[material role]"	"Term Source REF"	"Term Accession Number"	"Characteristics[chemical compound]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Experiment-5123]"	"Term Source REF"	"Term Accession Number"	"Characteristics[consomic_chromosome]"	"Term Source REF"	"Term Accession Number"	"Characteristics[mouse_strain]"	"Term Source REF"	"Term Accession Number"	"Characteristics[mouse_strain_description]"	"Term Source REF"	"Term Accession Number"	"Characteristics[feeding_description]"	"Term Source REF"	"Term Accession Number"	"Characteristics[feeding]"	"Term Source REF"	"Term Accession Number"	"Characteristics[RNAseq data availability]"	"Term Source REF"	"Term Accession Number"	"Characteristics[ABI-Chip data availability]"	"Term Source REF"	"Term Accession Number"	"Characteristics[sex]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of Mallory-Denk bodies by p62 staining]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment Mallory-Denk bodies by Ubiquitin staining]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of pigment]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of cellular ballooning]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of steatosis]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of ductulare reaction]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of inflammation]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of sclerosing cholangitis]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of apoptosis]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of necrosis]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Date"	"Sample Name"	"Material Type"	"Term Source REF"	"Term Accession Number"	"Factor Value[treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[duration]"	"Unit"	"Term Source REF"	"Term Accession Number"
"M1520"	"222821"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"8w DDC"	""	""	""	""	""	"PWD/PhJ"	""	""	"PWD steatohepatitis moderately susceptible strain"	""	""	"8 weeks standard diet supplemented with 0.1% DDC (5-diethoxycarbonyl-1,4-dihydrocollidine) to induce steatohepatitis phenotype"	""	""	"8w DDC"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1520"	"SAMPLE"	""	""	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1552"	"222720"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"11"	""	""	"C57BL/6J-Chr11<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1552"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1585-1-4"	"302679"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"15"	""	""	"C57BL/6J-Chr15<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1585-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1586-1-4"	"309141"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"15"	""	""	"C57BL/6J-Chr15<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1586-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1587-1-4"	"311311"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"15"	""	""	"C57BL/6J-Chr15<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1587-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1699"	"246145"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"9"	""	""	"C57BL/6J-Chr09<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1699"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1865"	"246159"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"9"	""	""	"C57BL/6J-Chr09<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1865"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1866"	"246162"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"9"	""	""	"C57BL/6J-Chr09<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1866"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1867"	"246176"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"9"	""	""	"C57BL/6J-Chr09<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1867"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1868-1-4"	"303374"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"9"	""	""	"C57BL/6J-Chr09<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1868-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M189-1-4"	"311342"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"11"	""	""	"C57BL/6J-Chr11<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M189-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M190-1-4"	"303208"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"11"	""	""	"C57BL/6J-Chr11<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M190-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M191-1-4"	"303391"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"11"	""	""	"C57BL/6J-Chr11<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M191-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1995-1-3"	"303444"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"13"	""	""	"C57BL/6J-Chr13<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1995-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1996-1-4"	"303475"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"13"	""	""	"C57BL/6J-Chr13<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1996-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1997-1-4"	"302721"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"13"	""	""	"C57BL/6J-Chr13<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1997-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1998-1-4"	"303169"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"13"	""	""	"C57BL/6J-Chr13<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1998-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1999"	"246263"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"13"	""	""	"C57BL/6J-Chr13<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1999"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2027"	"246479"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"19"	""	""	"C57BL/6J-Chr19<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M2027"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2028"	"246482"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"19"	""	""	"C57BL/6J-Chr19<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M2028"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2029"	"246496"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"19"	""	""	"C57BL/6J-Chr19<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M2029"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2030"	"246504"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"19"	""	""	"C57BL/6J-Chr19<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M2030"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M210"	"245891"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"8w DDC"	""	""	"14"	""	""	"C57BL/6J-Chr14<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks standard diet supplemented with 0.1% DDC (5-diethoxycarbonyl-1,4-dihydrocollidine) to induce steatohepatitis phenotype"	""	""	"8w DDC"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M210"	"SAMPLE"	""	""	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M217-1-4"	"302603"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"16"	""	""	"C57BL/6J-Chr16<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M217-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2196"	"222733"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"8w DDC"	""	""	""	""	""	"A/J"	""	""	"A/J steatohepatitis susceptible strain"	""	""	"8 weeks standard diet supplemented with 0.1% DDC (5-diethoxycarbonyl-1,4-dihydrocollidine) to induce steatohepatitis phenotype"	""	""	"8w DDC"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M2196"	"SAMPLE"	""	""	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2197"	"222747"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"8w DDC"	""	""	""	""	""	"A/J"	""	""	"A/J steatohepatitis susceptible strain"	""	""	"8 weeks standard diet supplemented with 0.1% DDC (5-diethoxycarbonyl-1,4-dihydrocollidine) to induce steatohepatitis phenotype"	""	""	"8w DDC"	""	""	"yes"	""	""	"yes"	""	""	""	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"3"	""	""	"1"	""	""	"3"	""	""	"-1"	""	""	"1"	""	""	"1"	""	""	"-1"	""	""	"sample collection"	"01/04/2010"	"M2197"	"SAMPLE"	""	""	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2198"	"222751"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"8w DDC"	""	""	""	""	""	"A/J"	""	""	"A/J steatohepatitis susceptible strain"	""	""	"8 weeks standard diet supplemented with 0.1% DDC (5-diethoxycarbonyl-1,4-dihydrocollidine) to induce steatohepatitis phenotype"	""	""	"8w DDC"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M2198"	"SAMPLE"	""	""	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
